titulo,descricao,formacao
"1312-05 Diretor de serviços de saúde - Diretor clínico; Diretor de departamento 
de saúde; Diretor de departamento médico; Diretor de divisão médica; Diretor de ser­
viços médicos; Diretor de unidade assistencial; Diretor de unidade de saúde; Diretor de 
unidade hospitalar; Diretor médico-hospitalar; Diretor técnico de unidade hospitalar.  
1312-10 Gerente de serviços de saúde - Administrador de ambulatório; Chefe de 
serviços de saúde; Gerente da área de saúde mental; Gerente de ambulatório; Gerente 
de apoio e diagnóstico de saúde; Gerente de enfermagem; Gerente de nutrição em 
unidades de saúde; Gerente de programas de saúde; Gerente de pronto-socorro.","Planejam, coordenam e avaliam ações de saúde; definem estratégias para unidades de saú­
de; administram recursos financeiros; gerenciam recursos humanos e coordenam interfaces 
com entidades sociais e profissionais.","Essas ocupações são exercidas por pessoas com ensino superior completo, acrescido­
de cursos de especialização, com carga horária de duzentas a quatrocentas horas. O 
exercício pleno das atividades ocorre após o período de um a dois anos de experiência 
profissional. A(s) ocupação(ões) elencada(s) nesta família ocupacional demanda for­
mação profissional para efeitos do cálculo do número de aprendizes a serem contra­
tados pelos estabelecimentos, nos termos do artigo 429 da Consolidação das Leis do 
Trabalho - CLT, exceto os casos previstos no art. 10 do Decreto 5.598/2005."
"1313-05 Diretor de instituição educacional da área privada - Diretor-adjunto 
de escolas privadas; Diretor de centro de educação infantil (creche e pré-escola) priva­
do; Diretor de centro de formação profissional privado; Diretor de colégio privado; Di­
retor de escola privada; Diretor de escola religiosa privada; Diretor de estabelecimento 
de ensino fundamental privado; Diretor de estabelecimento de ensino médio privado; 
Diretor de estabelecimento de ensino superior privado; Diretor de internato privado; 
Diretor de unidade integrada de pré-escola privada; Subdiretor de ensino privado. 
1313-10 Diretor de instituição educacional pública - Diretor de caic público; 
Diretor de centro de educação infantil público; Diretor de centro de ensino especial 
público; Diretor de centro de ensino fundamental público; Diretor de centro de ensino 
médio profissionalizante público; Diretor de centro de ensino médio público; Diretor 
de centro de ensino supletivo público; Diretor de colégio público; Diretor de escola de 
classe pública; Diretor de escola pública; Vice-diretor de centro de educação infantil pú­
blico; Vice-diretor de centro de ensino especial público; Vice-diretor de centro de ensino 
fundamental público; Vice-diretor de centro de ensino médio, profissionalizante públi­
co; Vice-diretor de centro de ensino médio público; Vice-diretor de centro de ensino 
supletivo público; Vice-diretor de centro interescolar de línguas público; Vice-diretor de 
colégio público; Vice-diretor de escola de classe pública; Vice-diretor de escola pública; 
Vice-diretor de grupo escolar público. 
1313-15 Gerente de instituição educacional da área privada - Chefe de centro 
de formação profissional privado; Chefe de departamento em escolas privadas; Gerente 
de apoio educacional em escolas privadas; Gerente de centro de educação profissional 
em escolas privadas; Gerente de centro de formação profissional em escolas privadas.
1313-20 Gerente de serviços educacionais da área pública","Planejam e avaliam atividades educacionais;  coordenam atividades administrativas e peda­
gógicas; gerenciam recursos financeiros;  participam do planejamento estratégico da insti­
tuição e interagem com a comunidade e com o setor público.","Essas ocupações são exercidas por pessoas com escolaridade de ensino superior 
e o tempo requerido para o desempenho pleno das atividades é de mais de cin­
co anos de experiência profissional. A(s) ocupação(ões) elencada(s) nesta família 
ocupacional demanda formação profissional para efeitos do cálculo do número de 
aprendizes a serem contratados pelos estabelecimentos, nos termos do artigo 429 
da Consolidação das Leis do Trabalho - CLT, exceto os casos previstos no art. 10 do 
Decreto 5.598/2005. 
108
CÓDIGO 1313"
"1411-05 Gerente de produção e operações  aquícolas  
1411-10 Gerente de produção e operações  florestais - Coordenador de produção 
de madeira; Gerente de departamento florestal; Gerente de produção florestal; Gerente 
operacional florestal.
1411-15 Gerente de produção e operações agropecuárias - Gerente de agrope­
cuária; Gerente de produção na agropecuária; Gerente operacional na agropecuária.  
1411-20 Gerente de produção e operações pesqueiras - Administrador de empre­
sas de pesca; Gerente de empresa de pesca; Gerente de frota pesqueira.","Definem sistemas, elaboram planejamento operacional e assistem à direção de empre­
sas agropecuárias, pesqueiras, aquícolas e florestais. Gerenciam equipes, administram 
a produção e as operações, as atividades de segurança, higiene e saúde do trabalho. 
Participam de sistemas de  gestão ambiental e de qualidade da produção, da promoção 
do desenvolvimento tecnológico e da interação com a comunidade.","Para empresas de médio e grande porte, essas ocupações são acessíveis a pessoas com 
curso superior ou com cursos de administração da área específica de aproximadamente 
duzentas horas/aula. Quando recrutados diretamente para a função, normalmente é 
exigido entre quatro e cinco anos de experiência na área de produção e operações do 
setor. A qualificação para o trabalho também pode ser obtida por meio de vivência 
na área. A(s) ocupação(ões) elencada(s) nesta família ocupacional demanda formação 
profissional para efeitos do cálculo do número de aprendizes a serem contratados pe­
los estabelecimentos, nos termos do artigo 429 da Consolidação das Leis do Trabalho 
- CLT, exceto os casos previstos no art. 10 do Decreto 5.598/2005."
"1412-05 Gerente de produção e operações - Banguezeiro-empregador; Banguezis­
ta-empregador; Cervejeiro - empregador; Correeiro - empregador; Correiro-empregador; 
Corrieiro - empregador; Curtidor-empregador; Gerente de departamento de fabricação; 
Gerente de departamento de produção; Gerente de departamento industrial; Gerente de 
fábrica; Gerente de manufatura; Gerente de montagem; Gerente de processos; Gerente de 
produção; Gerente de unidade de fabricação; Gerente industrial; Joalheiro - na fabricação - 
empregador; Lombilheiro - empregador; Marmorista - exclusive na extração - empregador; 
Marmorista - na extração - empregador; Proprietário de areal - empregador; Proprietário de 
pedreira - empregador; Proprietário de porto de areia - empregador; Proprietário de saibrei­
ra - empregador; Proprietário de salina - empregador; Salineiro - empregador; Salineiro - na 
extração - empregador; Salineiro (empregador); Seleiro - na fabricação - empregador; Socio-
proprietário - na extração mineral - empregador; Sócioproprietário de areal - empregador; 
Sócio-proprietário de pedreira - empregador; Sócio-proprietário de porto de areia - empre­
gador; Sócio-proprietário de saibreira - empregador; Sócio-proprietário de salina - emprega­
dor; Talabarteiro - empregador (selas)","Exercem a gerência de produção nas indústrias de transformação e extração mineral; 
definem e implementam plano operacional, analisando a demanda de produtos, a ca­
pacidade produtiva e recursos auxiliares, elaborando plano de racionalização e redução 
de custos, plano de investimentos, orçamento de despesas e necessidades de matérias-
primas; planejam a produção, programando mão-de-obra e paradas ou intervenções em 
máquinas, equipamentos e instrumentos industriais; gerenciam equipes de trabalho, ad­
ministrando salários, admissões, demissões, promoções e promovendo o desenvolvimento 
das equipes por meio de cursos e treinamentos; asseguram e promovem o cumprimento 
das ações de proteção ao meio ambiente e também pelas normas de higiene e segurança 
no trabalho, por meio de orientações às suas equipes; desenvolvem e implantam méto­
dos e técnicas que visam melhorar e otimizar o processo de produção; gerenciam áreas 
de manutenção, engenharia de processos e logística.","Para ingressar nessa família ocupacional, o trabalhador necessita do curso superior com­
pleto. Normalmente são formados em engenharia plena ou de curta duração e afins. É 
recomendável mais de cinco anos de experiência profissional. O gerente de produção e 
operações está sempre em busca de novas tecnologias e em constante reciclagem. A(s) 
ocupação(ões) elencada(s) nesta família ocupacional demanda formação profissional para 
efeitos do cálculo do número de aprendizes a serem contratados pelos estabelecimentos, 
nos termos do artigo 429 da Consolidação das Leis do Trabalho - CLT, exceto os casos pre­
vistos no art. 10 do Decreto 5.598/2005. 
112
CÓDIGO 1412"
"1413-05 Gerente de produção e operações da construção civil e obras pú­
blicas - Coordenador de obras (construção civil); Gerente de contratos (construção 
civil); Gerente de empresas de construção civil; Gerente de obras (construção civil).","Planejam, organizam e controlam atividades, contratos, equipes de trabalho e recursos 
para a execução de obras de construção civil, de acordo com custo, qualidade, segu­
rança e prazo estabelecidos.","Essa ocupação é acessível a engenheiros civis, com cinco ou mais anos de experiência 
em obras; trabalham em equipe, normalmente na condição de assalariado. É crescen­
te o número de gerentes de obras que trabalham como autônomos. Podem traba­
lhar em grandes alturas e subterrâneos, expostos a ruídos e estresse constante. A(s) 
ocupação(ões) elencada(s) nesta família ocupacional demanda formação profissional 
para efeitos do cálculo do número de aprendizes a serem contratados pelos estabele­
cimentos, nos termos do artigo 429 da Consolidação das Leis do Trabalho - CLT, exceto 
os casos previstos no art. 10 do Decreto 5.598/2005."
"1414-05 Comerciante atacadista - Adeleiro (comércio atacadista); Alfarrabista; 
Alheiro (comércio atacadista); Antiquário (comércio atacadista); Arborário; Armarinhei­
ro (comércio atacadista); Armazenário (comércio atacadista); Armeiro (comércio ata­
cadista); Arrombador - no comércio de gado - empregador; Arrombador (comércio de 
gado); Atacadista; Boiadeiro - no comércio de gado - empregador; Boiadeiro (comér­
cio de gado); Boieiro; Comissário de café; Comissário de mercadorias; Distribuidor de 
fumo; Distribuidor de produtos químicos; Distribuidor de revistas; Exportador; Exporta­
dor - empregador; Grossista; Importador; Lojista  (comércio atacadista); Madeireiro (co­
mércio atacadista); Marchante (comércio de gado); Negociante (comércio atacadista). 
1414-10 Comerciante varejista - Adegueiro; Adeleiro (comércio varejista); Alfarra­
bista (comércio varejista); Alheiro (comércio varejista); Alugador (comerciante varejis­
ta); Antiquário comércio varejista; Armarinheiro (comércio varejista); Armazenário (co­
mércio varejista); Armeiro (comércio varejista); Arrozeiro (comércio); Aviador (comércio 
varejista); Bacalhoeiro; Baiuqueiro; Baleiro (exclusive no comércio ambulante); Bar­
raconista; Barraqueiro (barracão comercial); Bauleiro; Bazareiro; Beiradeiro; Belchior; 
Bibliopola; Bodegueiro; Botequineiro; Bricabraquista; Bricabraquista - empregador; 
Cacaulista; Caga-sebista; Cantineiro (comércio varejista); Carniceiro; Carvoeiro - no 
comércio - empregador; Carvoeiro (comércio varejista); Chanfaneiro; Chapeleiro (co­
mércio varejista); Charcuteiro - no comércio - conta própria; Charcuteiro (comércio 
varejista); Charqueador (comércio varejista); Charuteiro - no comércio - empregador; 
Charuteiro (comércio varejista); Chumbeiro (comércio varejista); Cigarreiro (comércio 
varejista); Comissário de transporte (comércio varejista); Cuteleiro  (comércio varejista); 
Diamantário (comércio varejista); Doceiro (exclusive no comércio ambulante); Dono 
de lavanderia automática - conta própria; Droguista (comércio varejista); Ervanário 
(comércio varejista); Estancieiro (comércio varejista); Ferrageiro (comércio varejista); 
Ferragista (comércio varejista); Florista (comércio varejista); Fornecedor; Fruteiro (co­
mércio varejista); Galinheiro (exceto no comércio ambulante); Geleiro; Gerente de box 
de mercado público; Gerente de carrocerias (vendas a varejo); Gerente de casa de 
peixe; Gerente de editora; Gerente de farmácia; Gerente de granja; Gerente de super­
mercado; Herborista (comércio varejista); Inspetor geral (comércio de mercadorias a 
varejo); Inspetor regional (comércio de mercadorias a varejo); Joalheiro (comércio va­
rejista); Lenheiro ( comércio varejista); Livreiro (comércio varejista); Locador de animais 
para lazer; Locador de barco para lazer; Locador de bicicletas para lazer; Locador de 
boia para lazer; Locador de cadeira de praia; Locador de cadeira para festa; Locador de 
caiaque para lazer; Locador de eletrodomésticos; Locador de mesas para festa; Locador 
de móveis; Locador de patins para lazer; Locador de pedalinho para lazer; Locador 
de televisão; Locador (serviços de diversões); Lojista (comércio varejista); Madeireiro 
(comércio varejista); Maleiro (comércio varejista ); Merceeiro; Muladeiro (comércio va­
rejista); Mulandeiro; Negociante (comércio varejista); Negociante (comércio varejista 
- empregador); Papeleiro (comércio varejista); Peixeiro (comércio varejista); Peleteiro 
(comércio varejista); Proprietário de casa funerária (comércio varejista); Proprietário 
de fliperama; Proprietário de jogos eletrônicos; Proprietário de lavanderia; Proprietário 
de lavanderia automática (comércio varejista); Proprietário de loja (comércio varejista); 
Proprietário de pebolim (comércio varejista); Proprietário de sinuquinha (comércio va­
116
CÓDIGO 1414
rejista); Proprietário de tinturaria (comércio varejista); Proprietário de totó (comércio 
varejista); Quitandeiro (comércio varejista); Relojoeiro (comércio varejista); Retalhista 
(comércio varejista); Sapateiro (comércio varejista); Seleiro (comércio varejista); Sócio- 
proprietário (comércio  varejista); Sorveteiro (comércio varejista); Tintureiro lavagem de 
roupas (comércio varejista); Vendeiro (comércio varejista); Vidraceiro (comércio varejis­
ta); Vidraceiro de quadros e molduras (comércio varejista).
1414-15 Gerente de loja e supermercado - Administrador no comércio de merca­
dorias; Gerente de balconista; Gerente de empresas comerciais; Gerente de magazine; 
Gerente de mercearia; Gerente de papelaria; Gerente de posto de venda; Gerente de 
utilidades (operações comerciais); Gerente de varejo; Subchefe de loja (operações co­
merciais); Subgerente de loja (operações comerciais).
1414-20 Gerente de operações de serviços de assistência técnica - Gerente 
de serviços de oficina (assistência técnica); Gerente de serviços e peças; Proprietário de 
oficina mecânica; Subgerente de oficina (assistência técnica).","Planejam atividades nos comércios varejista, atacadista e de assistência técnica; aten­
dem clientes; administram e estruturam equipes de trabalho; gerenciam recursos ma­
teriais e financeiros, contratos e projetos; promovem condições de segurança, saúde, 
meio ambiente e qualidade; assessoram a diretoria e setores da empresa.","Para o exercício das ocupações comerciante atacadista e comerciante varejista, requer-
se trabalhadores com escolaridade de quarta série do ensino fundamental e cursos 
básicos de qualificação de até duzentas horas/aula. Para gerente de loja e gerente 
de operações de serviços de assistência técnica, a escolaridade requerida é de ensino 
médio completo, acrescida de cursos de formação profissional em nível técnico. O de­
sempenho pleno das funções ocorre, para comerciantes atacadistas e varejistas, após 
período de um a dois anos de experiência profissional; para gerentes de loja, após 
quatro ou cinco anos; para gerentes de operações de serviços de assistência técnica, 
após cinco anos. A(s) ocupação(ões) elencada(s) nesta família ocupacional demanda 
formação profissional para efeitos do cálculo do número de aprendizes a serem contra­
tados pelos estabelecimentos, nos termos do artigo 429 da Consolidação das Leis do 
Trabalho - CLT, exceto os casos previstos no art. 10 do Decreto 5.598/2005."
"1415-05 Gerente de hotel - Administrador de camping; Administrador de empresas 
de hospedagem; Administrador (serviço de hospedagem); Dono de hotel - conta própria; 
Dono de motel - conta própria; Gerente de apart hotel; Gerente de ecoresort; Gerente 
de estância; Gerente de hotel fazenda; Gerente de hotel residencial; Gerente de resort; 
Gerente de termas; Proprietário - nos serviços de alojamento - empregador; Proprietário 
- nos serviços de hospedagem - empregador; Proprietário de hotel - conta própria; Pro­
prietário de hotel - empregador; Proprietário de motel - conta própria; Sócio-proprietário 
- nos serviços de alojamento - empregador; Sócio-proprietário - nos serviços de hospe­
dagem - empregador; Sócio-proprietário  de hotel - conta própria; Sócio-proprietário de 
hotel - empregador; Sócio-proprietário  de motel - conta própria; Sócio-proprietário de 
motel - empregador; Subgerente de hotel; Tecnólogo em hotelaria.
1415-10 Gerente de restaurante - Administrador de refeitório; Administrador de 
restaurante; Assistente de direção de restaurante; Coordenador de restaurante; Coor­
denador de vendas (restaurante); Gerente de cantina; Proprietário - nos serviços de 
alimentação - empregador; Proprietário de restaurante - empregador; Proprietário no 
serviço de alimentação - conta própria; Sócio-proprietário - no serviço de alimentação 
- conta própria; Sócio-proprietário - no serviço de alimentação - empregador; Socio- 
proprietário de restaurante - conta própria; Sócio-proprietário de restaurante - empre­
gador; Subgerente de restaurante.
1415-15 Gerente de bar - Gerente administrativo de lanchonete; Gerente de bar, 
cantina e restaurante; Gerente de bar e lanchonete; Gerente de salão de café; Pro­
prietário de bar - empregador; Proprietário de bar, lanchonete, restaurante - conta 
própria; Proprietário de lanchonete - empregador; Sócio-proprietário de bar - empre­
gador; Sócio-proprietário de bar, lanchonete - conta própria; Sócio-proprietário de 
lanchonete - empregador; Taverneiro.
1415-20 Gerente de pensão - Dono de pensão - conta própria; Dono de pensão 
- empregador; Estalageiro; Gerente de  albergue; Gerente de pensionato; Gerente de 
pousada; Proprietário de pensão - conta própria; Proprietário de pensão - empregador; 
Sócio-proprietário de pensão; Sócio-proprietário de pensão - conta própria.  
1415-25 Gerente de turismo - Gerente de operações de turismo; Gerente de produtos 
de turismo; Gerente operacional de turismo; Tecnólogo em gestão de turismo.","Gerenciam e promovem produtos e serviços em empresas de turismo, de hospedagem 
e de alimentação. Coordenam áreas operacionais de alojamento, alimentação, recrea­
ção e lazer em hotéis, pousadas, pensões, restaurantes e bares. Administram recursos 
humanos e financeiros, executam rotinas administrativas e prestam assessoria. 
120
CÓDIGO 1415","Os requisitos de acesso a essas ocupações variam conforme o porte e tipo de esta­
belecimento. Como requisito mínimo tem-se o ensino médio, mais experiência de um 
a dois anos na área. Há empresas que demanda profissionais formados em escolas 
técnicas profissionalizantes ou em curso superior na área de hotelaria e turismo. De­
vido ao grande crescimento do setor e para atender à demanda há atualmente no 
mercado de trabalho profissionais formados em cursos superiores de tecnologia. A(s) 
ocupação(ões) elencada(s) nesta família ocupacional demanda formação profissional 
para efeitos do cálculo do número de aprendizes a serem contratados pelos estabele­
cimentos, nos termos do artigo 429 da Consolidação das Leis do Trabalho - CLT, exceto 
os casos previstos no art. 10 do Decreto 5. 598/2005."
"1416-05 Gerente de operações de transportes - Agente de navio - no transporte 
marítimo; Encarregado de operação de porto; Gerente de frota; Gerente de operações e 
transportes; Gerente de tráfego; Gerente de transportes; Gerente técnico operacional de 
transporte; Subgerente nos transportes. 
1416-10 Gerente de operações de correios e telecomunicações - Gerente de 
assistência técnica nas operações de correios e telecomunicações; Gerente de correio 
expresso - internacional; Gerente de encomendas nas operações de correios e telecomu­
nicações; Gerente de operações e manutenção nos sistemas de correios e telecomunica­
ções; Gerente de rede nas operações de correios e telecomunicações; Gerente de serviços 
operacionais de correios e telecomunicações; Gerente de suporte operacional de correios 
e telecomunicações; Gerente técnico nas operações de correios e telecomunicações.  
1416-15 Gerente de logística (armazenagem e distribuição) - Gerente de arma­
zém; Gerente de depósito; Gerente de distribuição de mercadorias; Gerente de movimen­
tação de materiais; Gerente de recebimento e expedição de materiais.","Planejam as atividades operacionais de empresas de armazenamento, distribuição, trans­
portes, comunicações e logística. Administram equipes, gerenciam recursos materiais e 
financeiros da área. Controlam o processo operacional e avaliam seus resultados. Provi­
denciam meios para que as atividades sejam desenvolvidas em conformidade com as nor­
mas e procedimentos técnicos, de qualidade, segurança, meio ambiente e saúde. Buscam 
novas tecnologias e assessoram a diretoria e setores da empresa.","Para o ingresso nesses empregos/ocupações, exige-se nível superior completo, exceto 
para o gerente de operações e transportes, que tem como escolaridade mínima o ensino 
médio completo. A formação profissional é complementada por  cursos especializados de 
duzentas a quatrocentas horas/aula para o gerente de operações e transportes e mais de 
quatrocentas horas/aula para o gerente de logística. É recomendável mais de cinco anos 
de experiência profissional. A(s) ocupação(ões) elencada(s) nesta família ocupacional de­
manda formação profissional para efeitos do cálculo do número de aprendizes a serem 
contratados pelos estabelecimentos, nos termos do artigo 429 da Consolidação das Leis 
do Trabalho - CLT, exceto os casos previstos no art. 10 do Decreto 5.598/2005. 
 
124
CÓDIGO 1416"
"1417-05 Gerente de produtos bancários  
1417-10 Gerente de agência  
1417-15 Gerente de câmbio e comércio exterior - Administrador de carteiras 
de câmbio e comércio exterior; Gerente de administração de carteiras de câmbio e 
comércio exterior.
1417-20 Gerente de crédito e cobrança - Administrador de carteiras de crédito e 
cobrança; Gerente de administração de carteiras de crédito e cobrança.
1417-25 Gerente de crédito imobiliário - Administrador de carteiras de crédito 
imobiliário; Gerente de administração de carteira de crédito imobiliário. 
1417-30 Gerente de crédito rural  
1417-35 Gerente de recuperação de crédito","Comercializam produtos e serviços financeiros; implementam processos operacionais; 
planejam processos de operações bancárias; coordenam o desenvolvimento e a im­
plantação de produtos, serviços e processos;  gerenciam pessoas; traçam plano diretor 
para áreas de crédito, produtos e comercialização; administram recursos materiais, fi­
nanceiros e serviços de terceiros; comunicam-se, oralmente e por escrito, divulgando e 
consolidando informações, normas e procedimentos, campanhas de vendas, interagin­
do com pessoas e conduzindo reuniões.","Essas ocupações são exercidas por profissionais com  nível superior, acrescido de cur­
sos básicos de qualificação, com mais de quatrocentas horas. O tempo de experiência 
profissional requerido para o exercício pleno da função é de um a dois anos para ge­
rente de agência e mais de cinco anos para as demais ocupações. A(s) ocupação(ões) 
elencada(s) nesta família ocupacional demanda formação profissional para efeitos do 
cálculo do número de aprendizes a serem contratados pelos estabelecimentos, nos 
termos do artigo 429 da Consolidação das Leis do Trabalho - CLT, exceto os casos 
previstos no art. 10 do Decreto 5.598/2005."
"1421-05 Gerente administrativo - Gerente administrativo e financeiro; Gerente de 
sistemas administrativos e finanças; Gerente de sistemas e métodos administrativos. 
1421-10 Gerente de riscos - Gerente de riscos e seguros; Gerente de seguros; 
Gestor de riscos.
1421-15 Gerente financeiro - Gerente de administração financeira; Gerente de 
finanças; Gerente de operações financeiras; Tecnólogo em gestão financeira.
1421-20 Tecnólogo em gestão administrativo-financeira - Tecnólogo em ges­
tão de cooperativas; Tecnólogo em gestão pública.","Exercem a gerência dos serviços administrativos, das operações financeiras e dos riscos 
em empresas industriais, comerciais, agrícolas, públicas, de educação e de serviços, 
incluindo as do setor bancário. Gerenciam recursos humanos, administram recursos 
materiais e serviços terceirizados de sua área de competência. Planejam, dirigem e con­
trolam os recursos e as atividades de uma organização, com o objetivo de minimizar o 
impacto financeiro da materialização dos riscos.","Para o exercício das ocupações de gerentes administrativos e financeiros, a escolari­
dade varia em função do porte da instituição empregadora: curso superior incomple­
to e cursos profissionalizantes de até quatrocentas horas ou graduação tecnológica, 
bacharelado e de pós-graduação. Os requisitos para os gerentes de riscos são mais 
elevados – curso superior mais pós-graduação na área e conhecimento do negócio em 
que atua. Neste caso, o pleno desempenho das atividades ocorre em torno de cinco 
anos gerenciando riscos em uma área específica. A(s) ocupação(ões) elencada(s) nesta 
família ocupacional demanda formação profissional para efeitos do cálculo do número 
de aprendizes a serem contratados pelos estabelecimentos, nos termos do artigo 429 
da Consolidação das Leis do Trabalho - CLT, exceto os casos previstos no art. 10 do 
Decreto 5. 598/2005."
"1422-05 Gerente de recursos humanos - Coordenador de rh; Gerente de plane­
jamento de salários e benefícios; Gerente de relações de recursos humanos; Gerente 
de relações humanas; Gerente de relações industriais.
1422-10 Gerente de departamento pessoal - Administrador de pessoal; Coor­
denador de administração de pessoal; Gerente de administração de pessoal; Gerente 
de divisão de pessoal; Gerente de setor de pessoal; Gerente de sistemas administra­
tivos de pessoal.","Gerenciam atividades de departamentos ou serviços de pessoal, recrutamento e 
seleção, cargos e salários, benefícios, treinamento e desenvolvimento, liderando e 
facilitando o desenvolvimento do trabalho das equipes. Assessoram diretoria e se­
tores da empresa em atividades como planejamento, contratações, negociações de 
relações humanas e do trabalho. Atuam em eventos corporativos e da comunidade, 
representando a empresa.","As ocupações da família são exercidas por profissionais que tenham cursado, pelo 
menos, o nível superior completo, formados em qualquer ramo do conhecimento, com 
experiência  ou formação complementar predominante nas áreas de psicologia ou 
administração. É desejável que as ocupações sejam exercidas por profissionais  com 
quatro a cinco anos de experiência na área de recursos humanos. A(s) ocupação(ões) 
elencada(s) nesta família ocupacional demanda formação profissional para efeitos do 
cálculo do número de aprendizes a serem contratados pelos estabelecimentos, nos 
termos do artigo 429 da Consolidação das Leis do Trabalho - CLT, exceto os casos 
previstos no art. 10 do Decreto 5.598/2005."
"1423-05 Gerente comercial - Encarregado de supermercado; Gerente de divisão 
comercial; Gerente de exportação e importação; Gerente técnico comercial. 
1423-10 gerente de comunicação - Gerente de assuntos corporativos; Gerente de 
comunicação corporativa; Gerente de comunicação social; Gerente de relações corpo­
rativas; Gerente de relações institucionais; Gerente de relações públicas. 
1423-15 Gerente de marketing - Gerente de coordenação de marketing; Gerente 
de departamento de marketing; Gerente de divisão de marketing; Gerente de marke­
ting e vendas; Gerente de produtos. 
1423-20 Gerente de vendas - Gerente de área de vendas; Gerente de departamen­
to de vendas; Gerente de exportação; Gerente de mercado; Gerente distrital de vendas; 
Gerente geral de vendas; Gerente nacional de vendas; Gerente regional de vendas.","Elaboram planos estratégicos das áreas de comercialização, marketing e comunica­
ção para empresas agroindustriais, industriais, de comercialização e serviços em geral; 
implementam atividades e coordenam sua execução; assessoram a diretoria e setores 
da empresa. Na área de atuação, gerenciam recursos humanos, administram recursos 
materiais e financeiros e promovem condições de segurança, saúde, preservação am­
biental e qualidade.","Essas ocupações são exercidas por profissionais com escolaridade de nível superior, do 
ensino regular ou cursos superiores de tecnologia (tecnólogos). O tempo requerido 
para o exercício pleno das funções é de quatro a cinco anos de experiência profissional. 
A(s) ocupação(ões) elencada(s) nesta família ocupacional demanda formação profis­
sional para efeitos do cálculo do número de aprendizes a serem contratados pelos 
estabelecimentos, nos termos do artigo 429 da Consolidação das Leis do Trabalho - CLT, 
exceto os casos previstos no art. 10 do Decreto 5.598/2005."
"1424-05 Gerente de compras - Administrador de compras; Coordenador de com­
pras; Gerente de materiais; Gerente de planejamento de compras; Gerente-geral de 
compras; Gerente nacional de compras.  
1424-10 Gerente de suprimentos  
1424-15 Gerente de almoxarifado - Administrador de materiais.","Gerenciam equipes de trabalhadores que atuam em  processos de compra, armazenagem 
e movimentação de matérias-primas, materiais indiretos, equipamentos, insumos e servi­
ços em empresas industriais, comerciais e de serviços.","O acesso às ocupações gerenciais nesta área pode se dar por ascensão de carreira 
de pessoal de compras da empresa, com ou sem escolaridade de nível superior. Para 
preenchimento de vagas com profissionais externos, normalmente, procura-se recrutar 
profissionais com nível superior completo e cinco anos de experiência mínima anterior 
na função. A(s) ocupação(ões) elencada(s) nesta família ocupacional demanda forma­
ção profissional para efeitos do cálculo do número de aprendizes a serem contratados 
pelos estabelecimentos, nos termos do artigo 429 da Consolidação das Leis do Traba­
lho - CLT, exceto os casos previstos no art. 10 do Decreto 5.598/2005."
"1425-05 Gerente de rede - Gerente de infraestrutura de tecnologia da informação; 
Gerente de teleprocessamento. 
1425-10 Gerente de desenvolvimento de sistemas - Gerente de programação 
de sistema.
1425-15 Gerente de produção de tecnologia da informação - Gerente de ope­
ração de tecnologia da informação
1425-20 Gerente de projetos de tecnologia da informação  
1425-25 Gerente de segurança de tecnologia da informação  
1425-30 Gerente de suporte técnico de tecnologia da informação  
1425-35 Tecnólogo em gestão da tecnologia da informação - Tecnólogo em 
gestão de sistema de informação.","Gerenciam projetos e operações de serviços de tecnologia da informação. Identificam 
oportunidades de aplicação dessa tecnologia, planejam atividades na área de tecno­
logia da informação.","Essas ocupações são exercidas por pessoas com escolaridade de ensino superior, tanto 
em nível de bacharelado quanto de tecnologia. Podem seguir ainda cursos básicos, 
além de constantes cursos de especialização e aperfeiçoamento. O exercício pleno 
das funções ocorre após o período de cinco anos de experiência profissional. A(s) 
ocupação(ões) elencada(s) nesta família ocupacional demanda formação profissional 
para efeitos do cálculo do número de aprendizes a serem contratados pelos estabele­
cimentos, nos termos do artigo 429 da Consolidação das Leis do Trabalho - CLT, exceto 
os casos previstos no art. 10 do Decreto 5. 598/2005."
"1426-05 Gerente de pesquisa e desenvolvimento (P&D) - Chefe de desen­
volvimento de novos produtos; Gerente de desenvolvimento (tecnologia); Gerente de 
divisão de desenvolvimento de novos produtos; Gerente de estudos e projetos; Gerente 
de pesquisa (tecnologia); Gerente de pesquisas técnicas; Gerente de pesquisas tec­
nológicas; Gerente de planejamento e novos projetos; Gerente de projeto de pesquisa. 
1426-10 Especialista em desenvolvimento de cigarros - Blender (cigarros); Fla­
vourist (cigarros); Flavourista (cigarros).","Responsabilizam-se por prover soluções tecnológicas para produtos, processos e ser­
viços e promover a transferência dos mesmos para o setor produtivo. Participam das 
decisões da diretoria de pesquisa e desenvolvimento e operacionalizam-nas; desenvol­
vem novos produtos, otimizam o desempenho da área de pesquisa e desenvolvimento, 
disseminam resultados e atividades, captam recursos e monitoram a proteção da pro­
priedade intelectual da instituição.","Estas ocupações são exercidas por pessoas com formação universitária, geralmente 
pós-graduadas, com no mínimo cinco anos de exercício profissional na área de pesqui­
sa. A(s) ocupação(ões) elencada(s) nesta família ocupacional demanda formação pro­
fissional para efeitos do cálculo do número de aprendizes a serem contratados pelos 
estabelecimentos, nos termos do artigo 429 da Consolidação das Leis do Trabalho - CLT, 
exceto os casos previstos no art. 10 do Decreto 5.598/2005."
