titulo,descricao,ocupacao,tarefa
2144-30 Engenheiro naval - Engenheiro de construção naval.,"Projetam sistemas e conjuntos mecânicos, componentes, ferramentas e materiais, es­ pecificando limites de referência para cálculo, calculando e desenhando. Implementam atividades de manutenção, testam sistemas, conjuntos mecânicos, componentes e fer­ ramentas, desenvolvem atividades de fabricação de produtos e elaboram documenta­ ção técnica. Podem coordenar e assessorar atividades técnicas.",214430,Abstrata
2144-35 Tecnólogo em fabricação mecânica - Tecnólogo em mecânica; Tecnólogo  em processo de produção; Tecnólogo em processo de produção e usinagem.,"Projetam sistemas e conjuntos mecânicos, componentes, ferramentas e materiais, es­ pecificando limites de referência para cálculo, calculando e desenhando. Implementam atividades de manutenção, testam sistemas, conjuntos mecânicos, componentes e fer­ ramentas, desenvolvem atividades de fabricação de produtos e elaboram documenta­ ção técnica. Podem coordenar e assessorar atividades técnicas.",214435,Abstrata
2145-05 Engenheiro químico - Engenheiro de desenvolvimento químico; En­ genheiro de processamento químico; Engenheiro químico (alimentos e bebidas);  Engenheiro químico de processos; Engenheiro químico de produção; Engenheiro  químico de projetos; Engenheiro químico em geral.,"Controlam processos químicos, físicos e biológicos definindo parâmetros de con­ trole, padrões, métodos analíticos e sistemas de amostragem. Desenvolvem pro­ cessos e sistemas por meio de pesquisas, testes e simulações de processos e pro­ dutos. Projetam sistemas e equipamentos técnicos. Implantam sistemas de gestão ambiental e de segurança em processos e procedimentos de trabalho ao avaliar riscos, implantar e fiscalizar ações de controle. Coordenam equipes e atividades de trabalho. Elaboram documentação técnica de projetos, processos, sistemas e equipamentos desenvolvidos.",214505,Abstrata
"2145-10 Engenheiro químico (indústria química) - Engenheiro de indústria  química; Engenheiro químico (ácidos e bases); Engenheiro químico (açúcar e ál­ cool); Engenheiro químico (cosméticos, higiene e limpeza); Engenheiro químico  (fertilizantes); Engenheiro químico (produtos farmacêuticos); Engenheiro químico  (solventes e tintas); Engenheiro químico (têxtil).","Controlam processos químicos, físicos e biológicos definindo parâmetros de con­ trole, padrões, métodos analíticos e sistemas de amostragem. Desenvolvem pro­ cessos e sistemas por meio de pesquisas, testes e simulações de processos e pro­ dutos. Projetam sistemas e equipamentos técnicos. Implantam sistemas de gestão ambiental e de segurança em processos e procedimentos de trabalho ao avaliar riscos, implantar e fiscalizar ações de controle. Coordenam equipes e atividades de trabalho. Elaboram documentação técnica de projetos, processos, sistemas e equipamentos desenvolvidos.",214510,Abstrata
"2145-15 Engenheiro químico (mineração, metalurgia, siderurgia, cimen­ teira e cerâmica) - Engenheiro químico (cerâmica); Engenheiro químico (cimen­ to); Engenheiro químico (metalurgia); Engenheiro químico (mineração); Engenhei­ ro químico (siderurgia).","Controlam processos químicos, físicos e biológicos definindo parâmetros de con­ trole, padrões, métodos analíticos e sistemas de amostragem. Desenvolvem pro­ cessos e sistemas por meio de pesquisas, testes e simulações de processos e pro­ dutos. Projetam sistemas e equipamentos técnicos. Implantam sistemas de gestão ambiental e de segurança em processos e procedimentos de trabalho ao avaliar riscos, implantar e fiscalizar ações de controle. Coordenam equipes e atividades de trabalho. Elaboram documentação técnica de projetos, processos, sistemas e equipamentos desenvolvidos.",214515,Abstrata
2145-20 Engenheiro químico (papel e celulose) - Engenheiro de celulose e  papel; Engenheiro químico (celulose); Engenheiro químico (papel).,"Controlam processos químicos, físicos e biológicos definindo parâmetros de con­ trole, padrões, métodos analíticos e sistemas de amostragem. Desenvolvem pro­ cessos e sistemas por meio de pesquisas, testes e simulações de processos e pro­ dutos. Projetam sistemas e equipamentos técnicos. Implantam sistemas de gestão ambiental e de segurança em processos e procedimentos de trabalho ao avaliar riscos, implantar e fiscalizar ações de controle. Coordenam equipes e atividades de trabalho. Elaboram documentação técnica de projetos, processos, sistemas e equipamentos desenvolvidos.",214520,Abstrata
2145-25 Engenheiro químico (petróleo e borracha) - Engenheiro químico  (borracha); Engenheiro químico (derivados de petróleo); Engenheiro químico (pe­ tróleo e petroquímica); Engenheiro químico (plástico).,"Controlam processos químicos, físicos e biológicos definindo parâmetros de con­ trole, padrões, métodos analíticos e sistemas de amostragem. Desenvolvem pro­ cessos e sistemas por meio de pesquisas, testes e simulações de processos e pro­ dutos. Projetam sistemas e equipamentos técnicos. Implantam sistemas de gestão ambiental e de segurança em processos e procedimentos de trabalho ao avaliar riscos, implantar e fiscalizar ações de controle. Coordenam equipes e atividades de trabalho. Elaboram documentação técnica de projetos, processos, sistemas e equipamentos desenvolvidos.",214525,Abstrata
2145-30 Engenheiro químico (utilidades e meio ambiente) - Engenheiro  químico (meio ambiente); Engenheiro químico (utilidades).,"Controlam processos químicos, físicos e biológicos definindo parâmetros de con­ trole, padrões, métodos analíticos e sistemas de amostragem. Desenvolvem pro­ cessos e sistemas por meio de pesquisas, testes e simulações de processos e pro­ dutos. Projetam sistemas e equipamentos técnicos. Implantam sistemas de gestão ambiental e de segurança em processos e procedimentos de trabalho ao avaliar riscos, implantar e fiscalizar ações de controle. Coordenam equipes e atividades de trabalho. Elaboram documentação técnica de projetos, processos, sistemas e equipamentos desenvolvidos.",214530,Abstrata
2145-35 Tecnólogo em produção sulcroalcooleira - Tecnólogo em produção  de açúcar e álcool.,"Controlam processos químicos, físicos e biológicos definindo parâmetros de con­ trole, padrões, métodos analíticos e sistemas de amostragem. Desenvolvem pro­ cessos e sistemas por meio de pesquisas, testes e simulações de processos e pro­ dutos. Projetam sistemas e equipamentos técnicos. Implantam sistemas de gestão ambiental e de segurança em processos e procedimentos de trabalho ao avaliar riscos, implantar e fiscalizar ações de controle. Coordenam equipes e atividades de trabalho. Elaboram documentação técnica de projetos, processos, sistemas e equipamentos desenvolvidos.",214535,Abstrata
2146-05 Engenheiro de materiais - Engenheiro de materiais (cerâmica); Engenhei­ ro de materiais (metais); Engenheiro de materiais (polímeros).,"Projetam estruturas, propriedades e processos de materiais e, para tanto, entre outras atividades, selecionam materiais e processos, planejam e supervisionam testes e expe­ rimentos e caraterizam produtos, processos e aplicações. Assessoram na transformação de matérias-primas em produtos, desenvolvem produtos, processos e aplicações, ge­ renciam qualidade de matérias-primas, produtos e serviços e elaboram documentação técnica. Podem prestar assessoria técnica a clientes.",214605,Abstrata
2146-10 Engenheiro metalurgista - Engenheiro metalúrgico; Engenheiro metalúr­ gico (produção de metais); Engenheiro metalúrgico (siderurgia); Engenheiro metalúrgi­ co (tratamento de metais); Tecnólogo em processo de produção e usinagem.,"Projetam estruturas, propriedades e processos de materiais e, para tanto, entre outras atividades, selecionam materiais e processos, planejam e supervisionam testes e expe­ rimentos e caraterizam produtos, processos e aplicações. Assessoram na transformação de matérias-primas em produtos, desenvolvem produtos, processos e aplicações, ge­ renciam qualidade de matérias-primas, produtos e serviços e elaboram documentação técnica. Podem prestar assessoria técnica a clientes.",214610,Abstrata
2146-15 Tecnólogo em metalurgia - Tecnólogo em processos metalúrgicos; Tec­ nólogo metalurgista.,"Projetam estruturas, propriedades e processos de materiais e, para tanto, entre outras atividades, selecionam materiais e processos, planejam e supervisionam testes e expe­ rimentos e caraterizam produtos, processos e aplicações. Assessoram na transformação de matérias-primas em produtos, desenvolvem produtos, processos e aplicações, ge­ renciam qualidade de matérias-primas, produtos e serviços e elaboram documentação técnica. Podem prestar assessoria técnica a clientes.",214615,Abstrata
2147-05 Engenheiro de minas - Consultor técnico na extração mineral; Engenhei­ ro de beneficiamento de minério; Engenheiro de concentração; Engenheiro de minas  (carvão); Engenheiro de mineração; Engenheiro de tratamento de minério; Engenheiro  tuneleiro; Prospector de jazidas; Prospector de minerais; Prospector de minérios.,"Projetam, planejam, implantam e supervisionam atividades e/ou empreendimentos de prospecção, extração e beneficiamento de minérios, petróleo e gás, tais como perfura­ ção, desmonte, escavação, carregamento, transporte, classificação, lavagem, concentra­ ção, secagem e embalagem de embarque. Inspecionam áreas de interesse, avaliando riscos da atividade e gerenciando recursos humanos, financeiros e materiais. Podem prestar consultoria e assistência técnica.",214705,Abstrata
2147-10 engenheiro de minas (beneficiamento),"Projetam, planejam, implantam e supervisionam atividades e/ou empreendimentos de prospecção, extração e beneficiamento de minérios, petróleo e gás, tais como perfura­ ção, desmonte, escavação, carregamento, transporte, classificação, lavagem, concentra­ ção, secagem e embalagem de embarque. Inspecionam áreas de interesse, avaliando riscos da atividade e gerenciando recursos humanos, financeiros e materiais. Podem prestar consultoria e assistência técnica.",214710,Abstrata
2147-15 Engenheiro de minas (lavra a céu aberto),"Projetam, planejam, implantam e supervisionam atividades e/ou empreendimentos de prospecção, extração e beneficiamento de minérios, petróleo e gás, tais como perfura­ ção, desmonte, escavação, carregamento, transporte, classificação, lavagem, concentra­ ção, secagem e embalagem de embarque. Inspecionam áreas de interesse, avaliando riscos da atividade e gerenciando recursos humanos, financeiros e materiais. Podem prestar consultoria e assistência técnica.",214715,Abstrata
2147-20 Engenheiro de minas (lavra subterrânea),"Projetam, planejam, implantam e supervisionam atividades e/ou empreendimentos de prospecção, extração e beneficiamento de minérios, petróleo e gás, tais como perfura­ ção, desmonte, escavação, carregamento, transporte, classificação, lavagem, concentra­ ção, secagem e embalagem de embarque. Inspecionam áreas de interesse, avaliando riscos da atividade e gerenciando recursos humanos, financeiros e materiais. Podem prestar consultoria e assistência técnica.",214720,Abstrata
2147-25 Engenheiro de minas (pesquisa mineral),"Projetam, planejam, implantam e supervisionam atividades e/ou empreendimentos de prospecção, extração e beneficiamento de minérios, petróleo e gás, tais como perfura­ ção, desmonte, escavação, carregamento, transporte, classificação, lavagem, concentra­ ção, secagem e embalagem de embarque. Inspecionam áreas de interesse, avaliando riscos da atividade e gerenciando recursos humanos, financeiros e materiais. Podem prestar consultoria e assistência técnica.",214725,Abstrata
2147-30 Engenheiro de minas (planejamento),"Projetam, planejam, implantam e supervisionam atividades e/ou empreendimentos de prospecção, extração e beneficiamento de minérios, petróleo e gás, tais como perfura­ ção, desmonte, escavação, carregamento, transporte, classificação, lavagem, concentra­ ção, secagem e embalagem de embarque. Inspecionam áreas de interesse, avaliando riscos da atividade e gerenciando recursos humanos, financeiros e materiais. Podem prestar consultoria e assistência técnica.",214730,Abstrata
2147-35 Engenheiro de minas (processo),"Projetam, planejam, implantam e supervisionam atividades e/ou empreendimentos de prospecção, extração e beneficiamento de minérios, petróleo e gás, tais como perfura­ ção, desmonte, escavação, carregamento, transporte, classificação, lavagem, concentra­ ção, secagem e embalagem de embarque. Inspecionam áreas de interesse, avaliando riscos da atividade e gerenciando recursos humanos, financeiros e materiais. Podem prestar consultoria e assistência técnica.",214735,Abstrata
2147-40 Engenheiro de minas (projeto),"Projetam, planejam, implantam e supervisionam atividades e/ou empreendimentos de prospecção, extração e beneficiamento de minérios, petróleo e gás, tais como perfura­ ção, desmonte, escavação, carregamento, transporte, classificação, lavagem, concentra­ ção, secagem e embalagem de embarque. Inspecionam áreas de interesse, avaliando riscos da atividade e gerenciando recursos humanos, financeiros e materiais. Podem prestar consultoria e assistência técnica.",214740,Abstrata
2147-45 Tecnólogo em petróleo e gás,"Projetam, planejam, implantam e supervisionam atividades e/ou empreendimentos de prospecção, extração e beneficiamento de minérios, petróleo e gás, tais como perfura­ ção, desmonte, escavação, carregamento, transporte, classificação, lavagem, concentra­ ção, secagem e embalagem de embarque. Inspecionam áreas de interesse, avaliando riscos da atividade e gerenciando recursos humanos, financeiros e materiais. Podem prestar consultoria e assistência técnica.",214745,Abstrata
2147-50 Tecnólogo em rochas ornamentais,"Projetam, planejam, implantam e supervisionam atividades e/ou empreendimentos de prospecção, extração e beneficiamento de minérios, petróleo e gás, tais como perfura­ ção, desmonte, escavação, carregamento, transporte, classificação, lavagem, concentra­ ção, secagem e embalagem de embarque. Inspecionam áreas de interesse, avaliando riscos da atividade e gerenciando recursos humanos, financeiros e materiais. Podem prestar consultoria e assistência técnica.",214750,Abstrata
2148-05 Engenheiro agrimensor - Agrimensor.,"Realizam atividades em topografia, geodésia e batimetria, levantando e calculando pontos topográficos e geodésicos. Elaboram documentos cartográficos, estabelecen­ do semiologia e articulação de cartas, efetuam levantamentos por meio de imagens terrestres, aéreas e orbitais. Gerenciam projetos e obras de agrimensura e cartografia. Assessoram na implantação de sistemas de informações geográficas, implementam projetos geométricos. Podem pesquisar novas tecnologias.",214805,Abstrata
2148-10 Engenheiro cartógrafo - Cartógrafo; Engenheiro de geodésia e topografia.,"Realizam atividades em topografia, geodésia e batimetria, levantando e calculando pontos topográficos e geodésicos. Elaboram documentos cartográficos, estabelecen­ do semiologia e articulação de cartas, efetuam levantamentos por meio de imagens terrestres, aéreas e orbitais. Gerenciam projetos e obras de agrimensura e cartografia. Assessoram na implantação de sistemas de informações geográficas, implementam projetos geométricos. Podem pesquisar novas tecnologias.",214810,Abstrata
2149-05 Engenheiro de produção - Engenheiro de organização e métodos; Engenheiro  de organização industrial; Engenheiro de planejamento industrial; Engenheiro de processa­ mento; Engenheiro de processos.,"Controlam perdas de processos, produtos e serviços ao identificar, determinar e ana­ lisar causas de perdas, estabelecendo plano de ações preventivas e corretivas. Desen­ volvem, testam e supervisionam sistemas, processos e métodos produtivos, gerenciam atividades de segurança do trabalho e do meio ambiente, planejam empreendimentos e atividades produtivas e coordenam equipes, treinamentos e atividades de trabalho.",214905,Abstrata
2149-10 Engenheiro de controle de qualidade - Engenheiro de qualidade; Especialis­ ta em controle de qualidade e planejamento; Planejador de controle de qualidade.,"Controlam perdas de processos, produtos e serviços ao identificar, determinar e ana­ lisar causas de perdas, estabelecendo plano de ações preventivas e corretivas. Desen­ volvem, testam e supervisionam sistemas, processos e métodos produtivos, gerenciam atividades de segurança do trabalho e do meio ambiente, planejam empreendimentos e atividades produtivas e coordenam equipes, treinamentos e atividades de trabalho.",214910,Abstrata
2149-15 Engenheiro de segurança do trabalho - Engenheiro de segurança  industrial.,"Controlam perdas de processos, produtos e serviços ao identificar, determinar e ana­ lisar causas de perdas, estabelecendo plano de ações preventivas e corretivas. Desen­ volvem, testam e supervisionam sistemas, processos e métodos produtivos, gerenciam atividades de segurança do trabalho e do meio ambiente, planejam empreendimentos e atividades produtivas e coordenam equipes, treinamentos e atividades de trabalho.",214915,Abstrata
2149-20 Engenheiro de riscos,"Controlam perdas de processos, produtos e serviços ao identificar, determinar e ana­ lisar causas de perdas, estabelecendo plano de ações preventivas e corretivas. Desen­ volvem, testam e supervisionam sistemas, processos e métodos produtivos, gerenciam atividades de segurança do trabalho e do meio ambiente, planejam empreendimentos e atividades produtivas e coordenam equipes, treinamentos e atividades de trabalho.",214920,Abstrata
2149-25 Engenheiro de tempos e movimentos - Engenheiro de análise de trabalho.,"Controlam perdas de processos, produtos e serviços ao identificar, determinar e ana­ lisar causas de perdas, estabelecendo plano de ações preventivas e corretivas. Desen­ volvem, testam e supervisionam sistemas, processos e métodos produtivos, gerenciam atividades de segurança do trabalho e do meio ambiente, planejam empreendimentos e atividades produtivas e coordenam equipes, treinamentos e atividades de trabalho.",214925,Abstrata
2149-30 Tecnólogo em produção industrial - Tecnólogo em gestão dos pro­ cessos produtivos do vestúario; Tecnólogo em produção de vestuário; Tecnólogo em  produção gráfica; Tecnólogo em produção joalheira; Tecnólogo em produção move­ leira; Tecnólogo gráfico.,"Controlam perdas de processos, produtos e serviços ao identificar, determinar e ana­ lisar causas de perdas, estabelecendo plano de ações preventivas e corretivas. Desen­ volvem, testam e supervisionam sistemas, processos e métodos produtivos, gerenciam atividades de segurança do trabalho e do meio ambiente, planejam empreendimentos e atividades produtivas e coordenam equipes, treinamentos e atividades de trabalho.",214930,Abstrata
2149-35 Tecnólogo em segurança do trabalho,"Controlam perdas de processos, produtos e serviços ao identificar, determinar e ana­ lisar causas de perdas, estabelecendo plano de ações preventivas e corretivas. Desen­ volvem, testam e supervisionam sistemas, processos e métodos produtivos, gerenciam atividades de segurança do trabalho e do meio ambiente, planejam empreendimentos e atividades produtivas e coordenam equipes, treinamentos e atividades de trabalho.",214935,Abstrata
2151-05 Agente de manobra e docagem,"Comandam, imediatam e tripulam embarcações na navegação de longo curso, cabo­ tagem e apoio marítimo, coordenam operações de navegação de apoio portuário e águas interiores. Navegam e orientam a navegação; operam com cargas; transportam passageiros e manobram embarcações. Gerenciam pessoal e supervisionam operações, gerenciam material e documentação de bordo. Ministram treinamento e formam aqua­ viários, realizam atividades de inspeção e vistoria naval, trabalhando de acordo com normas, regulamentos, convenções nacionais e internacionais de segurança e preserva­ ção do meio ambiente e saúde ocupacional. Coordenam manutenção e podem realizar manutenção a bordo.",215105,Abstrata
2151-10 Capitão de manobra da Marinha Mercante,"Comandam, imediatam e tripulam embarcações na navegação de longo curso, cabo­ tagem e apoio marítimo, coordenam operações de navegação de apoio portuário e águas interiores. Navegam e orientam a navegação; operam com cargas; transportam passageiros e manobram embarcações. Gerenciam pessoal e supervisionam operações, gerenciam material e documentação de bordo. Ministram treinamento e formam aqua­ viários, realizam atividades de inspeção e vistoria naval, trabalhando de acordo com normas, regulamentos, convenções nacionais e internacionais de segurança e preserva­ ção do meio ambiente e saúde ocupacional. Coordenam manutenção e podem realizar manutenção a bordo.",215110,Abstrata
2151-15 Comandante da Marinha Mercante - Capitão de cabotagem (coman­ dante); Capitão de longo curso (comandante); Primeiro oficial de náutica (comandan­ te); Segundo oficial de náutica (comandante).,"Comandam, imediatam e tripulam embarcações na navegação de longo curso, cabo­ tagem e apoio marítimo, coordenam operações de navegação de apoio portuário e águas interiores. Navegam e orientam a navegação; operam com cargas; transportam passageiros e manobram embarcações. Gerenciam pessoal e supervisionam operações, gerenciam material e documentação de bordo. Ministram treinamento e formam aqua­ viários, realizam atividades de inspeção e vistoria naval, trabalhando de acordo com normas, regulamentos, convenções nacionais e internacionais de segurança e preserva­ ção do meio ambiente e saúde ocupacional. Coordenam manutenção e podem realizar manutenção a bordo.",215115,Abstrata
2151-20 Coordenador de operações de combate à poluição no meio  aquaviário,"Comandam, imediatam e tripulam embarcações na navegação de longo curso, cabo­ tagem e apoio marítimo, coordenam operações de navegação de apoio portuário e águas interiores. Navegam e orientam a navegação; operam com cargas; transportam passageiros e manobram embarcações. Gerenciam pessoal e supervisionam operações, gerenciam material e documentação de bordo. Ministram treinamento e formam aqua­ viários, realizam atividades de inspeção e vistoria naval, trabalhando de acordo com normas, regulamentos, convenções nacionais e internacionais de segurança e preserva­ ção do meio ambiente e saúde ocupacional. Coordenam manutenção e podem realizar manutenção a bordo.",215120,Abstrata
2151-25 Imediato da Marinha Mercante - Capitão de cabotagem (imediato); Ca­ pitão de longo curso (imediato); Primeiro oficial de náutica (imediato); Segundo oficial  de náutica (imediato).,"Comandam, imediatam e tripulam embarcações na navegação de longo curso, cabo­ tagem e apoio marítimo, coordenam operações de navegação de apoio portuário e águas interiores. Navegam e orientam a navegação; operam com cargas; transportam passageiros e manobram embarcações. Gerenciam pessoal e supervisionam operações, gerenciam material e documentação de bordo. Ministram treinamento e formam aqua­ viários, realizam atividades de inspeção e vistoria naval, trabalhando de acordo com normas, regulamentos, convenções nacionais e internacionais de segurança e preserva­ ção do meio ambiente e saúde ocupacional. Coordenam manutenção e podem realizar manutenção a bordo.",215125,Abstrata
2151-30 Inspetor de terminal,"Comandam, imediatam e tripulam embarcações na navegação de longo curso, cabo­ tagem e apoio marítimo, coordenam operações de navegação de apoio portuário e águas interiores. Navegam e orientam a navegação; operam com cargas; transportam passageiros e manobram embarcações. Gerenciam pessoal e supervisionam operações, gerenciam material e documentação de bordo. Ministram treinamento e formam aqua­ viários, realizam atividades de inspeção e vistoria naval, trabalhando de acordo com normas, regulamentos, convenções nacionais e internacionais de segurança e preserva­ ção do meio ambiente e saúde ocupacional. Coordenam manutenção e podem realizar manutenção a bordo.",215130,Abstrata
2151-35 Inspetor naval,"Comandam, imediatam e tripulam embarcações na navegação de longo curso, cabo­ tagem e apoio marítimo, coordenam operações de navegação de apoio portuário e águas interiores. Navegam e orientam a navegação; operam com cargas; transportam passageiros e manobram embarcações. Gerenciam pessoal e supervisionam operações, gerenciam material e documentação de bordo. Ministram treinamento e formam aqua­ viários, realizam atividades de inspeção e vistoria naval, trabalhando de acordo com normas, regulamentos, convenções nacionais e internacionais de segurança e preserva­ ção do meio ambiente e saúde ocupacional. Coordenam manutenção e podem realizar manutenção a bordo.",215135,Abstrata
2151-40 Oficial de quarto de navegação da Marinha Mercante - Capitão de cabo­ tagem; Capitão de longo curso; Primeiro oficial de náutica; Segundo oficial de náutica.,"Comandam, imediatam e tripulam embarcações na navegação de longo curso, cabo­ tagem e apoio marítimo, coordenam operações de navegação de apoio portuário e águas interiores. Navegam e orientam a navegação; operam com cargas; transportam passageiros e manobram embarcações. Gerenciam pessoal e supervisionam operações, gerenciam material e documentação de bordo. Ministram treinamento e formam aqua­ viários, realizam atividades de inspeção e vistoria naval, trabalhando de acordo com normas, regulamentos, convenções nacionais e internacionais de segurança e preserva­ ção do meio ambiente e saúde ocupacional. Coordenam manutenção e podem realizar manutenção a bordo.",215140,Abstrata
2151-45 Prático de portos da Marinha Mercante,"Comandam, imediatam e tripulam embarcações na navegação de longo curso, cabo­ tagem e apoio marítimo, coordenam operações de navegação de apoio portuário e águas interiores. Navegam e orientam a navegação; operam com cargas; transportam passageiros e manobram embarcações. Gerenciam pessoal e supervisionam operações, gerenciam material e documentação de bordo. Ministram treinamento e formam aqua­ viários, realizam atividades de inspeção e vistoria naval, trabalhando de acordo com normas, regulamentos, convenções nacionais e internacionais de segurança e preserva­ ção do meio ambiente e saúde ocupacional. Coordenam manutenção e podem realizar manutenção a bordo.",215145,Abstrata
2151-50 Vistoriador naval,"Comandam, imediatam e tripulam embarcações na navegação de longo curso, cabo­ tagem e apoio marítimo, coordenam operações de navegação de apoio portuário e águas interiores. Navegam e orientam a navegação; operam com cargas; transportam passageiros e manobram embarcações. Gerenciam pessoal e supervisionam operações, gerenciam material e documentação de bordo. Ministram treinamento e formam aqua­ viários, realizam atividades de inspeção e vistoria naval, trabalhando de acordo com normas, regulamentos, convenções nacionais e internacionais de segurança e preserva­ ção do meio ambiente e saúde ocupacional. Coordenam manutenção e podem realizar manutenção a bordo.",215150,Abstrata
2152-05 Oficial superior de máquinas da Marinha Mercante - Chefe de má­ quinas da Marinha Mercante,"Coordenam e chefiam o funcionamento, a manutenção e o reparo de equipamentos e instalações mecânicas da seção de máquinas a bordo de um navio; realizam ou dirigem, de um posto situado em terra, os trabalhos de revisão, reparo de equipamentos mecâ­ nicos do navio na sua chegada ao porto. Acompanham e administram o desempenho de máquinas e gerenciam sistemas de manutenção; conduzem equipamentos; realizam manobras e procedimentos de atracação, desatracação e fundeio do navio; treinam e gerenciam tripulantes da seção de máquinas; coordenam fluxo de informações. Cum­ prem e fazem cumprir regulamentos, normas e procedimentos técnicos, de segurança, proteção e preservação do meio ambiente e saúde.",215205,Abstrata
2152-10 Primeiro oficial de máquinas da Marinha Mercante - Subchefe de  máquinas da Marinha Mercante,"Coordenam e chefiam o funcionamento, a manutenção e o reparo de equipamentos e instalações mecânicas da seção de máquinas a bordo de um navio; realizam ou dirigem, de um posto situado em terra, os trabalhos de revisão, reparo de equipamentos mecâ­ nicos do navio na sua chegada ao porto. Acompanham e administram o desempenho de máquinas e gerenciam sistemas de manutenção; conduzem equipamentos; realizam manobras e procedimentos de atracação, desatracação e fundeio do navio; treinam e gerenciam tripulantes da seção de máquinas; coordenam fluxo de informações. Cum­ prem e fazem cumprir regulamentos, normas e procedimentos técnicos, de segurança, proteção e preservação do meio ambiente e saúde.",215210,Abstrata
2152-15 Segundo oficial de máquinas da Marinha Mercante,"Coordenam e chefiam o funcionamento, a manutenção e o reparo de equipamentos e instalações mecânicas da seção de máquinas a bordo de um navio; realizam ou dirigem, de um posto situado em terra, os trabalhos de revisão, reparo de equipamentos mecâ­ nicos do navio na sua chegada ao porto. Acompanham e administram o desempenho de máquinas e gerenciam sistemas de manutenção; conduzem equipamentos; realizam manobras e procedimentos de atracação, desatracação e fundeio do navio; treinam e gerenciam tripulantes da seção de máquinas; coordenam fluxo de informações. Cum­ prem e fazem cumprir regulamentos, normas e procedimentos técnicos, de segurança, proteção e preservação do meio ambiente e saúde.",215215,Abstrata
2152-20 Superintendente técnico no transporte aquaviário - Inspetor de ma­ nutenção de máquinas aquaviárias;,"Coordenam e chefiam o funcionamento, a manutenção e o reparo de equipamentos e instalações mecânicas da seção de máquinas a bordo de um navio; realizam ou dirigem, de um posto situado em terra, os trabalhos de revisão, reparo de equipamentos mecâ­ nicos do navio na sua chegada ao porto. Acompanham e administram o desempenho de máquinas e gerenciam sistemas de manutenção; conduzem equipamentos; realizam manobras e procedimentos de atracação, desatracação e fundeio do navio; treinam e gerenciam tripulantes da seção de máquinas; coordenam fluxo de informações. Cum­ prem e fazem cumprir regulamentos, normas e procedimentos técnicos, de segurança, proteção e preservação do meio ambiente e saúde.",215220,Abstrata
2153-05 Piloto de aeronaves - Aviador civil; Piloto de avião; Piloto de helicóp­ tero; Piloto de linha aérea regular.,"Pilotam aviões ou helicópteros de grande porte para transporte de passageiros ou cargas em voos nacionais ou internacionais; conduzem a navegação operando os sistemas da aeronave, seguindo plano de voo pré-estabelecido e aplicando regras de tráfego aéreo e procedimentos de segurança; ministram instruções de voo te­ óricas e práticas em aeroclubes ou em empresas aéreas; realizam ensaios de voos em protótipos com a finalidade de aprovar novos modelos e tipos de aeronaves; executam voos especiais em aeronaves recém-saídas das linhas de produção ou das oficinas de manutenção.",215305,Abstrata
2153-10 Piloto de ensaios em voo - Piloto de provas.,"Pilotam aviões ou helicópteros de grande porte para transporte de passageiros ou cargas em voos nacionais ou internacionais; conduzem a navegação operando os sistemas da aeronave, seguindo plano de voo pré-estabelecido e aplicando regras de tráfego aéreo e procedimentos de segurança; ministram instruções de voo te­ óricas e práticas em aeroclubes ou em empresas aéreas; realizam ensaios de voos em protótipos com a finalidade de aprovar novos modelos e tipos de aeronaves; executam voos especiais em aeronaves recém-saídas das linhas de produção ou das oficinas de manutenção.",215310,Abstrata
2153-15 Instrutor de voo - Instrutor de pilotagem (aviação); Instrutor de pilo­ tagem de aviões; Intrutor de pilotagem de helicópteros.,"Pilotam aviões ou helicópteros de grande porte para transporte de passageiros ou cargas em voos nacionais ou internacionais; conduzem a navegação operando os sistemas da aeronave, seguindo plano de voo pré-estabelecido e aplicando regras de tráfego aéreo e procedimentos de segurança; ministram instruções de voo te­ óricas e práticas em aeroclubes ou em empresas aéreas; realizam ensaios de voos em protótipos com a finalidade de aprovar novos modelos e tipos de aeronaves; executam voos especiais em aeronaves recém-saídas das linhas de produção ou das oficinas de manutenção.",215315,Abstrata
2211-05 Biólogo - Analista de micróbios; Biologista; Citologista; Hidrobiologista;  Histologista; Insetologista; Microbiologista.,"Estudam seres vivos, desenvolvem pesquisas na área de biologia, biologia molecu­ lar, biotecnologia, biologia ambiental e epidemiologia e inventariam biodiversidade. Organizam coleções biológicas, manejam recursos naturais, desenvolvem atividades de educação ambiental. Realizam diagnósticos biológicos, moleculares e ambientais, além de realizar análises clínicas, citológicas, citogênicas e patológicas. Podem prestar consultorias e assessorias.",221105,Abstrata
2212-05 Biomédico,"Analisam amostras de materiais biológicos, bromatológicos e ambientais. Para tanto coletam e preparam amostras e materiais. Selecionam equipamentos e insumos, visan­ do o melhor resultado das análises finais para posterior liberação e emissão de laudos. Desenvolvem pesquisas técnico-científicas. Atuam em bancos de sangue e de células tronco hematopoiéticas. Operam equipamentos de diagnósticos por imagem e de ra­ dioterapia. Participam na produção de vacinas, biofármacos e reagentes. Executam reprodução assistida e circulação extracorpórea. Podem prestar assessoria e consul­ toria técnico-científica. Trabalham seguindo normas e procedimentos de boas práticas específicas de sua área de atuação.",221205,Abstrata
